CountryName,RegionName,PrescriptionIndex,PredictedDailyNewCases,Stringency,PrescriptorName
Afghanistan,,0,10570.561881199521,0.0,V4C
Afghanistan,,1,8796.134338996575,1.22,V4C
Afghanistan,,2,8369.569555376262,1.9199999999999997,V4C
Afghanistan,,3,7624.543987387463,2.88,V4C
Afghanistan,,4,7009.890728027038,4.589999999999999,V4C
Afghanistan,,5,7009.890728027038,4.589999999999999,V4C
Afghanistan,,6,6594.154234637565,6.17,V4C
Afghanistan,,7,6106.880900806662,7.879999999999999,V4C
Afghanistan,,8,5392.605234291832,15.049999999999999,V4C
Afghanistan,,9,5306.541584639089,17.93,V4C
Albania,,0,25.746884314130266,0.0,V4C
Albania,,1,25.746884314130266,0.0,V4C
Albania,,2,23.819964997231736,0.14,V4C
Albania,,3,23.819964997231736,0.14,V4C
Albania,,4,22.205173151882452,0.28,V4C
Albania,,5,22.205173151882452,0.28,V4C
Albania,,6,20.834802780810875,0.42000000000000004,V4C
Albania,,7,20.834802780810875,0.42000000000000004,V4C
Albania,,8,20.285032412707242,0.62,V4C
Albania,,9,20.285032412707242,0.62,V4C
Algeria,,0,1862.7062140752098,0.0,V4C
Algeria,,1,1700.2355399297553,0.05999999999999999,V4C
Algeria,,2,1700.2355399297553,0.05999999999999999,V4C
Algeria,,3,1565.1033831186944,0.11999999999999998,V4C
Algeria,,4,1565.1033831186944,0.11999999999999998,V4C
Algeria,,5,1451.2437651963012,0.18,V4C
Algeria,,6,1451.2437651963012,0.18,V4C
Algeria,,7,1104.1616363967437,1.6700000000000002,V4C
Algeria,,8,1104.1616363967437,1.6700000000000002,V4C
Algeria,,9,1001.8054983638898,10.85,V4C
Andorra,,0,28.26422296774738,0.0,V4C
Andorra,,1,28.26422296774738,0.0,V4C
Andorra,,2,27.167279282068584,0.33,V4C
Andorra,,3,27.167279282068584,0.33,V4C
Andorra,,4,26.215360406810692,0.66,V4C
Andorra,,5,26.215360406810692,0.66,V4C
Andorra,,6,25.4218215354508,0.99,V4C
Andorra,,7,25.4218215354508,0.99,V4C
Andorra,,8,24.085830875339152,4.2700000000000005,V4C
Andorra,,9,24.085830875339152,4.2700000000000005,V4C
Angola,,0,1768.8461925963015,0.0,V4C
Angola,,1,1591.8814685038756,0.51,V4C
Angola,,2,1591.8814685038756,0.51,V4C
Angola,,3,1444.1456997508988,1.02,V4C
Angola,,4,1319.1727097725177,1.53,V4C
Angola,,5,1319.1727097725177,1.53,V4C
Angola,,6,1242.4095573850823,3.24,V4C
Angola,,7,977.9406708140289,8.47,V4C
Angola,,8,977.9406708140289,8.47,V4C
Angola,,9,959.4875990360241,9.990000000000002,V4C
Argentina,,0,44786.29186284634,0.0,V4C
Argentina,,1,38322.94434092684,4.11,V4C
Argentina,,2,38322.94434092684,4.11,V4C
Argentina,,3,37519.436390057286,5.070000000000001,V4C
Argentina,,4,37519.436390057286,5.070000000000001,V4C
Argentina,,5,32045.684999367593,10.35,V4C
Argentina,,6,32045.684999367593,10.35,V4C
Argentina,,7,30869.67542785384,10.47,V4C
Argentina,,8,30869.67542785384,10.47,V4C
Argentina,,9,28991.782962268368,15.3,V4C
Aruba,,0,10.854746309312153,0.0,V4C
Aruba,,1,10.854746309312153,0.0,V4C
Aruba,,2,10.854746309312153,0.0,V4C
Aruba,,3,10.854746309312153,0.0,V4C
Aruba,,4,10.854746309312153,0.0,V4C
Aruba,,5,9.096025220785519,1.26,V4C
Aruba,,6,9.096025220785519,1.26,V4C
Aruba,,7,9.096025220785519,1.26,V4C
Aruba,,8,9.096025220785519,1.26,V4C
Aruba,,9,9.096025220785519,1.26,V4C
Australia,,0,135.81265544469434,0.0,V4C
Australia,,1,135.81265544469434,0.0,V4C
Australia,,2,85.00453633374991,3.9299999999999997,V4C
Australia,,3,85.00453633374991,3.9299999999999997,V4C
Australia,,4,85.00453633374991,3.9299999999999997,V4C
Australia,,5,66.42010170116714,15.269999999999998,V4C
Australia,,6,66.42010170116714,15.269999999999998,V4C
Australia,,7,66.42010170116714,15.269999999999998,V4C
Australia,,8,64.43640181634855,20.87,V4C
Australia,,9,64.43640181634855,20.87,V4C
Austria,,0,655.1600413239798,0.0,V4C
Austria,,1,486.94502842634455,0.63,V4C
Austria,,2,486.94502842634455,0.63,V4C
Austria,,3,461.8657915205567,0.9299999999999999,V4C
Austria,,4,461.8657915205567,0.9299999999999999,V4C
Austria,,5,440.0015051039605,1.23,V4C
Austria,,6,440.0015051039605,1.23,V4C
Austria,,7,403.00853366033067,5.01,V4C
Austria,,8,403.00853366033067,5.01,V4C
Austria,,9,397.53841626880535,6.01,V4C
Azerbaijan,,0,453.2344638576894,0.0,V4C
Azerbaijan,,1,453.2344638576894,0.0,V4C
Azerbaijan,,2,356.50511562815507,1.6800000000000002,V4C
Azerbaijan,,3,356.50511562815507,1.6800000000000002,V4C
Azerbaijan,,4,343.00750704926355,2.2800000000000002,V4C
Azerbaijan,,5,343.00750704926355,2.2800000000000002,V4C
Azerbaijan,,6,323.90956802420516,4.429999999999999,V4C
Azerbaijan,,7,323.90956802420516,4.429999999999999,V4C
Azerbaijan,,8,264.30276179862415,9.04,V4C
Azerbaijan,,9,264.30276179862415,9.04,V4C
Bahamas,,0,159.48037787183213,0.0,V4C
Bahamas,,1,159.48037787183213,0.0,V4C
Bahamas,,2,159.48037787183213,0.0,V4C
Bahamas,,3,159.48037787183213,0.0,V4C
Bahamas,,4,159.48037787183213,0.0,V4C
Bahamas,,5,102.52831799687225,2.25,V4C
Bahamas,,6,102.52831799687225,2.25,V4C
Bahamas,,7,102.52831799687225,2.25,V4C
Bahamas,,8,102.52831799687225,2.25,V4C
Bahamas,,9,102.52831799687225,2.25,V4C
Bahrain,,0,1886.932385993576,0.0,V4C
Bahrain,,1,1886.932385993576,0.0,V4C
Bahrain,,2,1765.3025818815288,1.55,V4C
Bahrain,,3,1765.3025818815288,1.55,V4C
Bahrain,,4,1765.3025818815288,1.55,V4C
Bahrain,,5,1330.4834247385659,16.81,V4C
Bahrain,,6,1330.4834247385659,16.81,V4C
Bahrain,,7,1330.4834247385659,16.81,V4C
Bahrain,,8,1306.7846562404884,24.030000000000005,V4C
Bahrain,,9,1306.7846562404884,24.030000000000005,V4C
Bangladesh,,0,10196.998105467905,0.0,V4C
Bangladesh,,1,9169.414127300844,0.88,V4C
Bangladesh,,2,8311.630661348823,1.76,V4C
Bangladesh,,3,8311.630661348823,1.76,V4C
Bangladesh,,4,7586.090811140638,2.64,V4C
Bangladesh,,5,7055.306515229744,3.58,V4C
Bangladesh,,6,6601.472711772496,4.52,V4C
Bangladesh,,7,6601.472711772496,4.52,V4C
Bangladesh,,8,6209.572218002378,5.46,V4C
Bangladesh,,9,5765.709864418954,9.69,V4C
Barbados,,0,15.870860476072345,0.0,V4C
Barbados,,1,15.870860476072345,0.0,V4C
Barbados,,2,15.870860476072345,0.0,V4C
Barbados,,3,15.870860476072345,0.0,V4C
Barbados,,4,15.870860476072345,0.0,V4C
Barbados,,5,8.056285342645305,16.24,V4C
Barbados,,6,8.056285342645305,16.24,V4C
Barbados,,7,8.056285342645305,16.24,V4C
Barbados,,8,8.056285342645305,16.24,V4C
Barbados,,9,8.056285342645305,16.24,V4C
Belarus,,0,2860.423667067995,0.0,V4C
Belarus,,1,2644.3941257279494,0.29,V4C
Belarus,,2,2644.3941257279494,0.29,V4C
Belarus,,3,2462.7472775248907,0.58,V4C
Belarus,,4,2308.1962351718857,0.8699999999999999,V4C
Belarus,,5,2308.1962351718857,0.8699999999999999,V4C
Belarus,,6,2264.5617359071985,1.25,V4C
Belarus,,7,2226.611579445055,1.63,V4C
Belarus,,8,2226.611579445055,1.63,V4C
Belarus,,9,2193.408110212455,2.01,V4C
Belgium,,0,2082.2876262446816,0.0,V4C
Belgium,,1,2082.2876262446816,0.0,V4C
Belgium,,2,2034.9797312281205,0.05,V4C
Belgium,,3,2034.9797312281205,0.05,V4C
