Date,RegionName,PredictedDailyNewCases,PredictedDailyNewRatios,RN,Pred,SmoothNewDeaths,truth,Month_Year
2021-09-01,,7.0,0.9218803644180298,0.9167895,4,4,14.285714285714286,2021-09
2021-09-02,,1.0,0.9206135272979736,0.9167895,3,3,13.285714285714286,2021-09
2021-09-03,,0.0,0.920297622680664,0.9167895,2,2,11.857142857142858,2021-09
2021-09-04,,23.0,0.9200394749641418,0.9167895,1,1,10.857142857142858,2021-09
2021-09-05,,0.0,0.9198493361473083,0.9167895,0,0,11.571428571428571,2021-09
2021-09-06,,0.0,0.897649884223938,0.8525017,0,0,11.0,2021-09
2021-09-07,,11.5,0.8988458514213562,0.8525017,0,0,12.0,2021-09
2021-09-08,,6.5,0.901153951883316,0.8525017,0,0,11.285714285714286,2021-09
2021-09-09,,1.5,0.898112565279007,0.8525017,0,0,10.285714285714286,2021-09
2021-09-10,,0.5,0.8940907418727875,0.8525017,0,0,10.714285714285714,2021-09
2021-09-11,,10.5,0.8907656669616699,0.8525017,0,0,10.0,2021-09
2021-09-12,,5.0,0.8871091902256012,0.8525017,0,0,8.0,2021-09
2021-09-13,,0.0,0.8897202908992767,0.8525017,0,0,7.142857142857143,2021-09
2021-09-06,,0.0,0.897649884223938,0.8525017,10,10,11.0,2021-09
2021-09-07,,11.5,0.8988458514213562,0.8525017,8,8,12.0,2021-09
2021-09-08,,6.5,0.901153951883316,0.8525017,7,7,11.285714285714286,2021-09
2021-09-09,,1.5,0.898112565279007,0.8525017,6,6,10.285714285714286,2021-09
2021-09-10,,0.5,0.8940907418727875,0.8525017,5,5,10.714285714285714,2021-09
2021-09-11,,10.5,0.8907656669616699,0.8525017,4,4,10.0,2021-09
2021-09-12,,5.0,0.8871091902256012,0.8525017,3,3,8.0,2021-09
2021-09-13,,0.0,0.8897202908992767,0.8525017,2,2,7.142857142857143,2021-09
2021-09-14,,0.0,0.8607538938522339,0.7882139,1,1,6.714285714285714,2021-09
2021-09-15,,6.0,0.8525726795196533,0.7882139,0,0,4.857142857142857,2021-09
2021-09-16,,0.0,0.8492310643196106,0.7882139,0,0,5.571428571428571,2021-09
2021-09-17,,0.0,0.8456880450248718,0.7882139,0,0,4.285714285714286,2021-09
2021-09-18,,0.0,0.8425829410552979,0.7882139,0,0,3.857142857142857,2021-09
2021-09-19,,7.0,0.8383742570877075,0.7882139,0,0,4.142857142857143,2021-09
2021-09-20,,0.0,0.8582131564617157,0.8039259000000001,0,0,3.7142857142857144,2021-09
2021-09-21,,2.0,0.8554096221923828,0.8039259000000001,0,0,2.7142857142857144,2021-09
2021-09-22,,1.5,0.8510891199111938,0.8039259000000001,0,0,5.857142857142857,2021-09
2021-09-23,,3.0,0.8410128355026245,0.8039259000000001,0,0,5.714285714285714,2021-09
2021-09-24,,0.0,0.8383116126060486,0.8039259000000001,0,0,5.428571428571429,2021-09
2021-09-25,,0.0,0.8306547701358795,0.8039259000000001,0,0,5.714285714285714,2021-09
2021-09-26,,2.5,0.8227322697639465,0.8039259000000001,0,0,5.285714285714286,2021-09
2021-09-27,,0.0,0.8345501720905304,0.8039259000000001,0,0,5.428571428571429,2021-09
2021-09-20,,0.0,0.8582131564617157,0.8039259000000001,3,3,3.7142857142857144,2021-09
2021-09-21,,2.0,0.8554096221923828,0.8039259000000001,2,2,2.7142857142857144,2021-09
2021-09-22,,1.5,0.8510891199111938,0.8039259000000001,1,1,5.857142857142857,2021-09
2021-09-23,,3.0,0.8410128355026245,0.8039259000000001,0,0,5.714285714285714,2021-09
2021-09-24,,0.0,0.8383116126060486,0.8039259000000001,0,0,5.428571428571429,2021-09
2021-09-25,,0.0,0.8306547701358795,0.8039259000000001,0,0,5.714285714285714,2021-09
2021-09-26,,2.5,0.8227322697639465,0.8039259000000001,0,0,5.285714285714286,2021-09
2021-09-27,,0.0,0.8345501720905304,0.8039259000000001,0,0,5.428571428571429,2021-09
2021-09-28,,2.0,0.8821568489074707,0.8196379,0,0,6.571428571428571,2021-09
2021-09-29,,0.0,0.8751093745231628,0.8196379,0,0,3.4285714285714284,2021-09
2021-09-30,,4.0,0.8802521228790283,0.8196379,0,0,3.2857142857142856,2021-09
