Date,RegionName,PredictedDailyNewCases,PredictedDailyNewRatios,RN,Pred,SmoothNewDeaths,truth,CountryName,Month_Year
2021-08-01,,0.0,0.7893373668193817,0.83842025,0,0,0.14285714285714285,Aruba,2021_8
2021-08-02,,48.5,0.8847144842147827,0.83842025,0,0,0.2857142857142857,Aruba,2021_8
2021-08-01,,27.5,0.8705689013004303,0.8319036,13,13,44.57142857142857,Afghanistan,2021_8
2021-08-02,,0.0,0.8718278706073761,0.8319036,11,11,42.42857142857143,Afghanistan,2021_8
2021-08-01,,1.0,0.879612535238266,0.8389604500000001,0,0,4.571428571428571,Angola,2021_8
2021-08-02,,0.0,0.8856014907360077,0.8389604500000001,0,0,3.857142857142857,Angola,2021_8
2021-08-01,,0.0,0.9073463678359985,0.856839325,0,0,0.14285714285714285,Albania,2021_8
2021-08-02,,0.0,0.918222963809967,0.856839325,0,0,0.14285714285714285,Albania,2021_8
2021-08-01,,0.0,0.9313299059867859,0.8707492,0,0,0.14285714285714285,Andorra,2021_8
2021-08-02,,0.0,0.9430694878101349,0.8707492,0,0,0.14285714285714285,Andorra,2021_8
2021-08-01,,2.0,0.884325385093689,0.84294123,0,0,4.428571428571429,United Arab Emirates,2021_8
2021-08-02,,0.0,0.8917635679244995,0.84294123,0,0,4.142857142857143,United Arab Emirates,2021_8
2021-08-01,,17.0,0.8918356895446777,0.84705405,11,11,293.0,Argentina,2021_8
2021-08-02,,0.0,0.8990465998649597,0.84705405,8,8,277.14285714285717,Argentina,2021_8
2021-08-01,,0.0,0.8977694809436798,0.8493366,0,0,1.1428571428571428,Australia,2021_8
2021-08-02,,0.0,0.9044874310493469,0.8493366,0,0,0.5714285714285714,Australia,2021_8
2021-08-01,,2.0,0.9056957960128784,0.8552851,0,0,1.7142857142857142,Austria,2021_8
2021-08-02,,0.0,0.9168790280818938,0.8552851,0,0,2.142857142857143,Austria,2021_8
2021-08-01,,1.0,0.8952219486236572,0.849689095,0,0,3.0,Azerbaijan,2021_8
2021-08-02,,0.0,0.9040450751781464,0.849689095,0,0,3.0,Azerbaijan,2021_8
2021-08-01,,0.0,0.8830288052558899,0.843037755,0,0,0.14285714285714285,Burundi,2021_8
2021-08-02,,0.0,0.8939939439296722,0.843037755,0,0,4.285714285714286,Burundi,2021_8
2021-08-01,,0.0,0.9077883660793304,0.8558189350000001,0,0,3.0,Belgium,2021_8
