Date,RegionName,PredictedDailyNewCases,PredictedDailyNewRatios,RN,Pred,SmoothNewDeaths,truth,CountryName,Month_Year
2020-12-28,,0.0,0.87955641746521,0.8690262,0,0,0.2857142857142857,Aruba,2020_12
2020-12-29,,0.0,0.8796527981758118,0.8690262,0,0,0.2857142857142857,Aruba,2020_12
2020-12-30,,0.0,0.8776537179946899,0.8690262,0,0,0.2857142857142857,Aruba,2020_12
2020-12-31,,0.0,0.8754984140396118,0.8690262,0,0,0.2857142857142857,Aruba,2020_12
2020-12-28,,0.0,0.8745610117912292,0.86351293,13,13,13.714285714285714,Afghanistan,2020_12
2020-12-29,,4.0,0.8745918869972229,0.86351293,11,11,13.285714285714286,Afghanistan,2020_12
2020-12-30,,6.0,0.873523473739624,0.86351293,9,9,12.0,Afghanistan,2020_12
2020-12-31,,12.0,0.8719398975372314,0.86351293,8,8,9.0,Afghanistan,2020_12
2020-12-28,,0.0,0.8746700882911682,0.8640038,1,1,1.8571428571428572,Angola,2020_12
2020-12-29,,1.0,0.8751908540725708,0.8640038,0,0,1.4285714285714286,Angola,2020_12
2020-12-30,,0.0,0.8744776844978333,0.8640038,0,0,1.7142857142857142,Angola,2020_12
2020-12-31,,0.0,0.8732638955116272,0.8640038,0,0,1.7142857142857142,Angola,2020_12
2020-12-28,,0.0,0.8761796951293945,0.86248463,8,8,9.428571428571429,Albania,2020_12
2020-12-29,,5.0,0.8759422302246094,0.86248463,7,7,8.428571428571429,Albania,2020_12
2020-12-30,,0.0,0.874950647354126,0.86248463,6,6,8.142857142857142,Albania,2020_12
2020-12-31,,2.0,0.873382031917572,0.86248463,5,5,8.0,Albania,2020_12
2020-12-28,,0.0,0.8812634944915771,0.86906624,0,0,0.2857142857142857,Andorra,2020_12
2020-12-29,,0.0,0.8813603520393372,0.86906624,0,0,0.2857142857142857,Andorra,2020_12
2020-12-30,,0.0,0.8794528841972351,0.86906624,0,0,0.2857142857142857,Andorra,2020_12
2020-12-31,,0.0,0.8771860599517822,0.86906624,0,0,0.14285714285714285,Andorra,2020_12
2020-12-28,,0.0,0.8767081499099731,0.8651504,2,2,3.0,United Arab Emirates,2020_12
