Date,RegionName,PredictedDailyNewCases,PredictedDailyNewRatios,RN,Pred,SmoothNewDeaths,truth,CountryName,Month_Year
2021-11-01,,0.0,0.9481086134910583,0.8971626,0,0,0.0,Aruba,2021_11
2021-11-02,,0.0,0.943891614675522,0.8971626,0,0,0.0,Aruba,2021_11
2021-11-03,,0.0,0.9411197304725647,0.8971626,0,0,0.0,Aruba,2021_11
2021-11-04,,0.0,0.9347655475139618,0.8971626,0,0,0.0,Aruba,2021_11
2021-11-05,,0.0,0.9289954602718353,0.8971626,0,0,0.14285714285714285,Aruba,2021_11
2021-11-06,,0.0,0.9217800498008728,0.8971626,0,0,0.14285714285714285,Aruba,2021_11
2021-11-07,,0.0,0.9181728065013885,0.8971626,0,0,0.14285714285714285,Aruba,2021_11
2021-11-08,,0.0,0.9166079461574556,0.8971626,0,0,0.14285714285714285,Aruba,2021_11
2021-11-01,,0.0,0.9033321142196655,0.8698353000000001,0,0,3.0,Afghanistan,2021_11
2021-11-02,,0.5,0.901730090379715,0.8698353000000001,0,0,2.7142857142857144,Afghanistan,2021_11
2021-11-03,,1.5,0.8988491594791412,0.8698353000000001,0,0,2.5714285714285716,Afghanistan,2021_11
2021-11-04,,0.5,0.8945629000663757,0.8698353000000001,0,0,2.2857142857142856,Afghanistan,2021_11
2021-11-05,,0.0,0.8911000490188599,0.8698353000000001,0,0,2.142857142857143,Afghanistan,2021_11
2021-11-06,,1.0,0.8851563930511475,0.8698353000000001,0,0,1.7142857142857142,Afghanistan,2021_11
2021-11-07,,4.0,0.8814301192760468,0.8698353000000001,0,0,0.5714285714285714,Afghanistan,2021_11
2021-11-08,,0.0,0.8787623345851898,0.8698353000000001,0,0,1.0,Afghanistan,2021_11
2021-11-01,,0.0,0.8864581882953644,0.8647439699999999,0,0,1.7142857142857142,Angola,2021_11
2021-11-02,,2.0,0.8822788596153259,0.8647439699999999,0,0,1.5714285714285714,Angola,2021_11
2021-11-03,,0.0,0.8791732788085938,0.8647439699999999,0,0,1.8571428571428572,Angola,2021_11
2021-11-04,,0.5,0.8760850429534912,0.8647439699999999,0,0,1.8571428571428572,Angola,2021_11
2021-11-05,,0.5,0.8730550110340118,0.8647439699999999,0,0,1.7142857142857142,Angola,2021_11
2021-11-06,,0.0,0.8702606856822968,0.8647439699999999,0,0,1.5714285714285714,Angola,2021_11
2021-11-07,,0.5,0.8677323162555695,0.8647439699999999,0,0,1.4285714285714286,Angola,2021_11
2021-11-08,,0.0,0.8653974831104279,0.8647439699999999,0,0,1.1428571428571428,Angola,2021_11
2021-11-01,,0.0,0.9199506938457489,0.88132035,0,0,7.285714285714286,Albania,2021_11
2021-11-02,,2.5,0.916651576757431,0.88132035,0,0,7.0,Albania,2021_11
2021-11-03,,1.0,0.914326399564743,0.88132035,0,0,6.714285714285714,Albania,2021_11
2021-11-04,,3.0,0.9091386198997498,0.88132035,0,0,6.0,Albania,2021_11
2021-11-05,,2.5,0.9052039980888367,0.88132035,0,0,5.571428571428571,Albania,2021_11
2021-11-06,,2.5,0.8997434377670288,0.88132035,0,0,4.571428571428571,Albania,2021_11
2021-11-07,,4.5,0.8969992101192474,0.88132035,0,0,4.428571428571429,Albania,2021_11
2021-11-08,,0.0,0.8952844738960266,0.88132035,0,0,5.0,Albania,2021_11
2021-11-01,,0.0,0.9712960422039032,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-02,,0.0,0.9661686420440674,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-03,,0.0,0.9598610997200013,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-04,,0.0,0.9530139267444611,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-05,,0.0,0.9482377171516418,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-06,,0.0,0.9395515024662018,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-07,,0.0,0.9361303150653839,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-08,,0.0,0.939521849155426,0.9132060200000001,0,0,0.0,Andorra,2021_11
2021-11-01,,0.0,0.9167743027210236,0.87986845,0,0,0.7142857142857143,United Arab Emirates,2021_11
2021-11-02,,1.0,0.9132542312145233,0.87986845,0,0,0.42857142857142855,United Arab Emirates,2021_11
2021-11-03,,0.0,0.9108831584453583,0.87986845,0,0,0.2857142857142857,United Arab Emirates,2021_11
2021-11-04,,0.0,0.9058150947093964,0.87986845,0,0,0.2857142857142857,United Arab Emirates,2021_11
2021-11-05,,0.0,0.9019556641578674,0.87986845,0,0,0.2857142857142857,United Arab Emirates,2021_11
2021-11-06,,0.0,0.8967553675174713,0.87986845,0,0,0.42857142857142855,United Arab Emirates,2021_11
2021-11-07,,0.0,0.8939981758594513,0.87986845,0,0,0.5714285714285714,United Arab Emirates,2021_11
2021-11-08,,0.0,0.8920168876647949,0.87986845,0,0,0.8571428571428571,United Arab Emirates,2021_11
2021-11-01,,0.0,0.9375599920749664,0.8917247,0,0,19.714285714285715,Argentina,2021_11
2021-11-02,,6.0,0.9341396987438202,0.8917247,0,0,20.571428571428573,Argentina,2021_11
2021-11-03,,8.0,0.9315520823001862,0.8917247,0,0,20.0,Argentina,2021_11
2021-11-04,,17.0,0.9259010553359985,0.8917247,0,0,19.857142857142858,Argentina,2021_11
2021-11-05,,6.5,0.9215089082717896,0.8917247,0,0,21.142857142857142,Argentina,2021_11
2021-11-06,,0.5,0.915122926235199,0.8917247,0,0,21.285714285714285,Argentina,2021_11
2021-11-07,,1.0,0.9119778275489807,0.8917247,0,0,22.0,Argentina,2021_11
2021-11-08,,0.0,0.9107955098152161,0.8917247,0,0,22.0,Argentina,2021_11
2021-11-01,,0.0,0.9104909896850586,0.87577132,0,0,14.714285714285714,Australia,2021_11
2021-11-02,,6.0,0.9062915146350861,0.87577132,0,0,14.142857142857142,Australia,2021_11
2021-11-03,,13.0,0.9036785066127777,0.87577132,0,0,12.142857142857142,Australia,2021_11
2021-11-04,,4.5,0.8986155986785889,0.87577132,0,0,12.428571428571429,Australia,2021_11
2021-11-05,,5.5,0.8950436115264893,0.87577132,0,0,11.857142857142858,Australia,2021_11
2021-11-06,,7.0,0.8903978765010834,0.87577132,0,0,11.428571428571429,Australia,2021_11
2021-11-07,,2.5,0.8874124586582184,0.87577132,0,0,12.0,Australia,2021_11
2021-11-08,,0.0,0.8839814066886902,0.87577132,0,0,12.142857142857142,Australia,2021_11
2021-11-01,,0.0,0.9417437314987182,0.89369725,0,0,21.0,Austria,2021_11
2021-11-02,,8.5,0.9380587935447693,0.89369725,0,0,20.285714285714285,Austria,2021_11
2021-11-03,,3.0,0.9352712035179138,0.89369725,0,0,21.857142857142858,Austria,2021_11
2021-11-04,,11.0,0.9289350211620331,0.89369725,0,0,21.714285714285715,Austria,2021_11
2021-11-05,,11.5,0.9238128960132599,0.89369725,0,0,22.714285714285715,Austria,2021_11
2021-11-06,,5.5,0.9167439341545106,0.89369725,0,0,24.428571428571427,Austria,2021_11
2021-11-07,,4.5,0.9134631752967834,0.89369725,0,0,27.428571428571427,Austria,2021_11
2021-11-08,,0.0,0.9126587212085724,0.89369725,0,0,28.142857142857142,Austria,2021_11
2021-11-01,,0.0,0.9342260956764221,0.8849141899999999,0,0,26.571428571428573,Azerbaijan,2021_11
2021-11-02,,9.5,0.9305421113967896,0.8849141899999999,0,0,27.571428571428573,Azerbaijan,2021_11
2021-11-03,,11.0,0.9281039237976075,0.8849141899999999,0,0,26.714285714285715,Azerbaijan,2021_11
2021-11-04,,12.0,0.9216946661472321,0.8849141899999999,0,0,26.714285714285715,Azerbaijan,2021_11
2021-11-05,,10.5,0.9165652394294739,0.8849141899999999,0,0,26.714285714285715,Azerbaijan,2021_11
2021-11-06,,11.5,0.9102615416049957,0.8849141899999999,0,0,27.428571428571427,Azerbaijan,2021_11
2021-11-07,,17.0,0.9071227312088013,0.8849141899999999,0,0,27.857142857142858,Azerbaijan,2021_11
2021-11-08,,0.0,0.9033048450946808,0.8849141899999999,0,0,27.428571428571427,Azerbaijan,2021_11
2021-11-01,,0.0,0.8730263411998749,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-02,,0.0,0.8703890144824982,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-03,,0.0,0.8684215247631073,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-04,,0.0,0.8647835552692413,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-05,,0.0,0.8621892333030701,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-06,,0.0,0.860191285610199,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-07,,0.0,0.8580603003501892,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-08,,0.0,0.8566103875637054,0.8564735,0,0,0.0,Burundi,2021_11
2021-11-01,,0.0,0.9575242698192596,0.9011918,0,0,15.0,Belgium,2021_11
2021-11-02,,11.0,0.9534001648426056,0.9011918,0,0,11.428571428571429,Belgium,2021_11
2021-11-03,,13.0,0.9503283202648163,0.9011918,0,0,19.571428571428573,Belgium,2021_11
2021-11-04,,12.0,0.9428533911705017,0.9011918,0,0,18.428571428571427,Belgium,2021_11
2021-11-05,,8.0,0.9373329877853394,0.9011918,0,0,15.857142857142858,Belgium,2021_11
2021-11-06,,0.0,0.929472118616104,0.9011918,0,0,19.571428571428573,Belgium,2021_11
2021-11-07,,0.0,0.9257572293281555,0.9011918,0,0,19.571428571428573,Belgium,2021_11
2021-11-08,,0.0,0.9245558977127075,0.9011918,0,0,29.428571428571427,Belgium,2021_11
2021-11-01,,0.0,0.8792066872119904,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-02,,0.0,0.8783042132854462,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-03,,0.0,0.8755606412887573,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-04,,0.0,0.8749635517597198,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-05,,0.0,0.8734498023986816,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-06,,0.0,0.869835764169693,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-07,,0.0,0.8676761984825134,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-08,,0.0,0.8666358292102814,0.8615568499999999,0,0,0.0,Benin,2021_11
2021-11-01,,0.0,0.9049472212791443,0.87046822,0,0,0.0,Burkina Faso,2021_11
2021-11-02,,1.0,0.8982908725738525,0.87046822,0,0,1.0,Burkina Faso,2021_11
2021-11-03,,0.0,0.8943705260753632,0.87046822,0,0,1.0,Burkina Faso,2021_11
2021-11-04,,0.0,0.8912026882171631,0.87046822,0,0,1.0,Burkina Faso,2021_11
2021-11-05,,0.0,0.8881314396858215,0.87046822,0,0,1.0,Burkina Faso,2021_11
2021-11-06,,0.0,0.8854224681854248,0.87046822,0,0,1.0,Burkina Faso,2021_11
2021-11-07,,0.0,0.879395455121994,0.87046822,0,0,1.0,Burkina Faso,2021_11
2021-11-08,,0.0,0.8736177384853363,0.87046822,0,0,1.0,Burkina Faso,2021_11
2021-11-01,,0.0,0.8829100131988525,0.8595835350000001,0,0,6.0,Bangladesh,2021_11
2021-11-02,,1.5,0.8802101314067841,0.8595835350000001,0,0,5.571428571428571,Bangladesh,2021_11
2021-11-03,,2.5,0.8781686723232269,0.8595835350000001,0,0,5.571428571428571,Bangladesh,2021_11
2021-11-04,,1.5,0.8743133544921875,0.8595835350000001,0,0,5.714285714285714,Bangladesh,2021_11
2021-11-05,,2.5,0.8716483116149902,0.8595835350000001,0,0,4.714285714285714,Bangladesh,2021_11
2021-11-06,,3.0,0.8681327104568481,0.8595835350000001,0,0,4.142857142857143,Bangladesh,2021_11
2021-11-07,,5.0,0.8658010363578796,0.8595835350000001,0,0,3.857142857142857,Bangladesh,2021_11
2021-11-08,,0.0,0.8635269701480865,0.8595835350000001,0,0,4.428571428571429,Bangladesh,2021_11
2021-11-01,,0.0,0.9467851519584656,0.896017075,0,0,141.85714285714286,Bulgaria,2021_11
2021-11-02,,47.0,0.9424008727073669,0.896017075,0,0,144.85714285714286,Bulgaria,2021_11
2021-11-03,,66.0,0.9394575655460358,0.896017075,0,0,142.14285714285714,Bulgaria,2021_11
2021-11-04,,55.5,0.9328159093856812,0.896017075,0,0,148.14285714285714,Bulgaria,2021_11
2021-11-05,,69.5,0.9279050827026367,0.896017075,0,0,152.57142857142858,Bulgaria,2021_11
2021-11-06,,8.0,0.9209519326686859,0.896017075,0,0,155.28571428571428,Bulgaria,2021_11
2021-11-07,,25.5,0.917337566614151,0.896017075,0,0,153.57142857142858,Bulgaria,2021_11
2021-11-08,,0.0,0.915138304233551,0.896017075,0,0,157.0,Bulgaria,2021_11
2021-11-01,,0.0,0.9591022729873657,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-02,,0.0,0.9541620314121246,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-03,,0.0,0.9508756995201111,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-04,,0.0,0.9433124661445617,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-05,,0.0,0.9377090036869049,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-06,,0.0,0.9304869472980499,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-07,,0.0,0.926502138376236,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-08,,0.0,0.9226643443107605,0.9017995,0,0,0.0,Bahrain,2021_11
2021-11-01,,0.0,0.906551867723465,0.87843195,0,0,0.14285714285714285,Bahamas,2021_11
2021-11-02,,0.0,0.9048927426338196,0.87843195,0,0,0.14285714285714285,Bahamas,2021_11
2021-11-03,,0.0,0.9020535051822662,0.87843195,0,0,0.14285714285714285,Bahamas,2021_11
2021-11-04,,0.0,0.8995738923549652,0.87843195,0,0,2.0,Bahamas,2021_11
2021-11-05,,0.0,0.8977861404418945,0.87843195,0,0,2.0,Bahamas,2021_11
2021-11-06,,0.0,0.8948005735874176,0.87843195,0,0,2.0,Bahamas,2021_11
2021-11-07,,0.0,0.8934478163719177,0.87843195,0,0,2.0,Bahamas,2021_11
2021-11-08,,0.0,0.8943503201007843,0.87843195,0,0,2.5714285714285716,Bahamas,2021_11
2021-11-01,,0.0,0.929368644952774,0.8871299,0,0,30.0,Bosnia and Herzegovina,2021_11
2021-11-02,,12.0,0.925432950258255,0.8871299,0,0,33.0,Bosnia and Herzegovina,2021_11
2021-11-03,,11.5,0.9225826561450958,0.8871299,0,0,33.57142857142857,Bosnia and Herzegovina,2021_11
2021-11-04,,11.5,0.9166790246963501,0.8871299,0,0,34.285714285714285,Bosnia and Herzegovina,2021_11
2021-11-05,,9.5,0.9122584462165833,0.8871299,0,0,31.714285714285715,Bosnia and Herzegovina,2021_11
2021-11-06,,0.0,0.9062230885028839,0.8871299,0,0,31.714285714285715,Bosnia and Herzegovina,2021_11
2021-11-07,,0.0,0.9030754268169403,0.8871299,0,0,31.714285714285715,Bosnia and Herzegovina,2021_11
2021-11-08,,0.0,0.9014464616775513,0.8871299,0,0,33.285714285714285,Bosnia and Herzegovina,2021_11
2021-11-01,,0.0,0.9266006946563721,0.8851209,0,0,16.571428571428573,Belarus,2021_11
2021-11-02,,5.0,0.9226546883583069,0.8851209,0,0,16.571428571428573,Belarus,2021_11
2021-11-03,,6.0,0.9199917316436768,0.8851209,0,0,16.571428571428573,Belarus,2021_11
2021-11-04,,6.0,0.9143136441707611,0.8851209,0,0,16.571428571428573,Belarus,2021_11
2021-11-05,,5.5,0.9100936949253082,0.8851209,0,0,16.571428571428573,Belarus,2021_11
2021-11-06,,7.5,0.9042799472808838,0.8851209,0,0,16.571428571428573,Belarus,2021_11
2021-11-07,,8.0,0.9010165333747864,0.8851209,0,0,16.285714285714285,Belarus,2021_11
2021-11-08,,0.0,0.8982763588428497,0.8851209,0,0,16.0,Belarus,2021_11
2021-11-01,,0.0,0.9289059042930603,0.88701725,0,0,2.7142857142857144,Belize,2021_11
2021-11-02,,2.5,0.9254511892795563,0.88701725,0,0,2.4285714285714284,Belize,2021_11
2021-11-03,,4.5,0.924055278301239,0.88701725,0,0,1.4285714285714286,Belize,2021_11
2021-11-04,,3.0,0.9196296334266663,0.88701725,0,0,2.0,Belize,2021_11
2021-11-05,,0.0,0.915632575750351,0.88701725,0,0,2.5714285714285716,Belize,2021_11
2021-11-06,,0.0,0.9096407890319824,0.88701725,0,0,2.5714285714285716,Belize,2021_11
2021-11-07,,0.0,0.9058762490749359,0.88701725,0,0,2.5714285714285716,Belize,2021_11
2021-11-08,,0.0,0.9019709825515747,0.88701725,0,0,2.0,Belize,2021_11
2021-11-01,,0.0,0.8834018707275391,0.86498157,0,0,0.8571428571428571,Bermuda,2021_11
2021-11-02,,0.0,0.8838189542293549,0.86498157,0,0,0.8571428571428571,Bermuda,2021_11
