Date,RegionName,PredictedDailyNewCases,PredictedDailyNewRatios,RN,Pred,SmoothNewDeaths,truth,Month_Year
2021-10-01,,0.0,0.8778845071792603,0.8196379,0,0,3.4285714285714284,2021-10
2021-10-02,,0.0,0.8813416957855225,0.8196379,0,0,3.142857142857143,2021-10
2021-10-03,,0.0,0.8779082894325256,0.8196379,0,0,3.2857142857142856,2021-10
2021-10-04,,0.0,0.8697387278079987,0.7733934250000001,0,0,2.857142857142857,2021-10
2021-10-05,,3.0,0.8666009902954102,0.7733934250000001,0,0,1.7142857142857142,2021-10
2021-10-06,,0.0,0.864784836769104,0.7733934250000001,0,0,2.0,2021-10
2021-10-07,,3.5,0.8546761274337769,0.7733934250000001,0,0,1.1428571428571428,2021-10
2021-10-08,,0.0,0.8469941914081573,0.7733934250000001,0,0,1.4285714285714286,2021-10
2021-10-09,,0.0,0.8377770483493805,0.7733934250000001,0,0,1.5714285714285714,2021-10
2021-10-10,,0.0,0.8315870463848114,0.7733934250000001,0,0,1.4285714285714286,2021-10
2021-10-11,,0.0,0.834081768989563,0.7733934250000001,0,0,2.2857142857142856,2021-10
2021-10-04,,0.0,0.8697387278079987,0.7733934250000001,2,2,2.857142857142857,2021-10
2021-10-05,,3.0,0.8666009902954102,0.7733934250000001,1,1,1.7142857142857142,2021-10
2021-10-06,,0.0,0.864784836769104,0.7733934250000001,0,0,2.0,2021-10
2021-10-07,,3.5,0.8546761274337769,0.7733934250000001,0,0,1.1428571428571428,2021-10
2021-10-08,,0.0,0.8469941914081573,0.7733934250000001,0,0,1.4285714285714286,2021-10
2021-10-09,,0.0,0.8377770483493805,0.7733934250000001,0,0,1.5714285714285714,2021-10
2021-10-10,,0.0,0.8315870463848114,0.7733934250000001,0,0,1.4285714285714286,2021-10
2021-10-11,,0.0,0.834081768989563,0.7733934250000001,0,0,2.2857142857142856,2021-10
2021-10-12,,3.0,0.843589723110199,0.72714895,0,0,2.5714285714285716,2021-10
2021-10-13,,0.0,0.8359485268592834,0.72714895,0,0,2.5714285714285716,2021-10
2021-10-14,,2.0,0.833031415939331,0.72714895,0,0,3.4285714285714284,2021-10
2021-10-15,,0.0,0.8273268342018127,0.72714895,0,0,3.0,2021-10
2021-10-16,,0.0,0.824050784111023,0.72714895,0,0,3.0,2021-10
2021-10-17,,0.0,0.8152822256088257,0.72714895,0,0,3.0,2021-10
2021-10-18,,0.0,0.8410187363624573,0.754834825,0,0,2.142857142857143,2021-10
2021-10-19,,0.5,0.8351558446884155,0.754834825,0,0,2.0,2021-10
2021-10-20,,0.5,0.8267428278923035,0.754834825,0,0,1.5714285714285714,2021-10
2021-10-21,,3.0,0.8180453479290009,0.754834825,0,0,1.0,2021-10
2021-10-22,,0.0,0.809799313545227,0.754834825,0,0,1.1428571428571428,2021-10
2021-10-23,,0.0,0.799361914396286,0.754834825,0,0,0.8571428571428571,2021-10
2021-10-24,,0.0,0.7913984954357147,0.754834825,0,0,1.5714285714285714,2021-10
2021-10-25,,0.0,0.786928117275238,0.754834825,0,0,2.142857142857143,2021-10
2021-10-18,,0.0,0.8410187363624573,0.754834825,2,2,2.142857142857143,2021-10
2021-10-19,,0.5,0.8351558446884155,0.754834825,1,1,2.0,2021-10
2021-10-20,,0.5,0.8267428278923035,0.754834825,0,0,1.5714285714285714,2021-10
2021-10-21,,3.0,0.8180453479290009,0.754834825,0,0,1.0,2021-10
2021-10-22,,0.0,0.809799313545227,0.754834825,0,0,1.1428571428571428,2021-10
2021-10-23,,0.0,0.799361914396286,0.754834825,0,0,0.8571428571428571,2021-10
2021-10-24,,0.0,0.7913984954357147,0.754834825,0,0,1.5714285714285714,2021-10
2021-10-25,,0.0,0.786928117275238,0.754834825,0,0,2.142857142857143,2021-10
2021-10-26,,0.0,0.8424498438835144,0.7825207,0,0,2.142857142857143,2021-10
2021-10-27,,0.0,0.8378964066505432,0.7825207,0,0,2.2857142857142856,2021-10
2021-10-28,,4.0,0.8338198065757751,0.7825207,0,0,1.8571428571428572,2021-10
2021-10-29,,0.0,0.8290693759918213,0.7825207,0,0,1.7142857142857142,2021-10
2021-10-30,,0.0,0.8250774145126343,0.7825207,0,0,1.7142857142857142,2021-10
2021-10-31,,0.0,0.8205517530441284,0.7825207,0,0,1.2857142857142858,2021-10
