Date,RegionName,PredictedDailyNewCases,PredictedDailyNewRatios,RN,Pred,SmoothNewDeaths,truth,CountryName,Month_Year
2021-09-01,,0.0,1.0459275245666504,1.005385,0,0,2.0,Aruba,2021_9
2021-09-02,,1.0,1.0433059930801392,1.005385,0,0,2.142857142857143,Aruba,2021_9
2021-09-03,,0.0,1.0384842157363892,1.005385,0,0,2.2857142857142856,Aruba,2021_9
2021-09-04,,0.0,1.0325965881347656,1.005385,0,0,1.8571428571428572,Aruba,2021_9
2021-09-05,,0.0,1.030482292175293,1.005385,0,0,1.8571428571428572,Aruba,2021_9
2021-09-06,,0.0,0.9976140856742859,0.9295630850000001,0,0,1.7142857142857142,Aruba,2021_9
2021-09-07,,2.5,0.9948092997074127,0.9295630850000001,0,0,0.7142857142857143,Aruba,2021_9
2021-09-08,,0.0,0.9882703721523285,0.9295630850000001,0,0,1.0,Aruba,2021_9
2021-09-09,,0.0,0.9816252589225769,0.9295630850000001,0,0,0.8571428571428571,Aruba,2021_9
2021-09-10,,0.0,0.9768571257591246,0.9295630850000001,0,0,0.7142857142857143,Aruba,2021_9
2021-09-11,,0.0,0.9692352712154388,0.9295630850000001,0,0,0.7142857142857143,Aruba,2021_9
2021-09-12,,0.0,0.963040828704834,0.9295630850000001,0,0,0.7142857142857143,Aruba,2021_9
2021-09-13,,0.0,0.9714054763317108,0.9295630850000001,0,0,0.5714285714285714,Aruba,2021_9
2021-09-01,,7.0,0.9341000914573668,0.927474,0,0,4.714285714285714,Afghanistan,2021_9
2021-09-02,,0.0,0.9301304817199708,0.927474,0,0,4.857142857142857,Afghanistan,2021_9
2021-09-03,,3.0,0.9292775988578796,0.927474,0,0,3.7142857142857144,Afghanistan,2021_9
2021-09-04,,7.0,0.9259154796600342,0.927474,0,0,3.5714285714285716,Afghanistan,2021_9
2021-09-05,,1.0,0.925706148147583,0.927474,0,0,3.2857142857142856,Afghanistan,2021_9
2021-09-06,,0.0,0.8949607014656067,0.8513615999999999,0,0,3.5714285714285716,Afghanistan,2021_9
2021-09-07,,0.0,0.8974052369594574,0.8513615999999999,0,0,3.7142857142857144,Afghanistan,2021_9
2021-09-08,,4.0,0.8979474902153015,0.8513615999999999,0,0,4.0,Afghanistan,2021_9
2021-09-09,,1.0,0.8928252160549164,0.8513615999999999,0,0,4.285714285714286,Afghanistan,2021_9
2021-09-10,,0.5,0.889315128326416,0.8513615999999999,0,0,5.285714285714286,Afghanistan,2021_9
2021-09-11,,2.5,0.8824623227119446,0.8513615999999999,0,0,5.571428571428571,Afghanistan,2021_9
2021-09-12,,1.0,0.8757038116455078,0.8513615999999999,0,0,5.0,Afghanistan,2021_9
2021-09-13,,0.0,0.8865143954753876,0.8513615999999999,0,0,4.0,Afghanistan,2021_9
2021-09-01,,4.0,0.9772763848304749,0.95503455,0,0,7.285714285714286,Angola,2021_9
2021-09-02,,5.0,0.9793174266815186,0.95503455,0,0,7.571428571428571,Angola,2021_9
2021-09-03,,2.0,0.9774309992790222,0.95503455,0,0,8.857142857142858,Angola,2021_9
2021-09-04,,0.0,0.979963481426239,0.95503455,0,0,9.428571428571429,Angola,2021_9
2021-09-05,,10.0,0.977837324142456,0.95503455,0,0,9.857142857142858,Angola,2021_9
